card_name,card_race,card_type,card_class,description
Weaponized Zombie,INVALID,MINION,PRIEST,Weaponized Zombie INVALID PRIEST MINION Start of Game: Draw this.Deathrattle: Give a random friendlyminion+1/+1.
Repurposed Steel,INVALID,ENCHANTMENT,PRIEST,Repurposed Steel INVALID PRIEST ENCHANTMENT +1/+1.
Ghastcoiler,BEAST,MINION,PRIEST,Ghastcoiler BEAST PRIEST MINION Deathrattle: Summon2 random Deathrattle minions.
Bloodwash Medic,INVALID,MINION,PRIEST,Bloodwash Medic INVALID PRIEST MINION RushOverkill: Add 3 healing spells to your hand.
Bwonsamdi's Keeper,INVALID,MINION,PRIEST,Bwonsamdi's Keeper INVALID PRIEST MINION Battlecry: Restore all minions to full Health.
Soulsapper,INVALID,MINION,PRIEST,Soulsapper INVALID PRIEST MINION Deathrattle: Steal 2 spells from your opponent's deck.
Conjuring Attendant,INVALID,MINION,PRIEST,Conjuring Attendant INVALID PRIEST MINION Your spells cost (2) less.
Attentive Conjuring,INVALID,ENCHANTMENT,PRIEST,Attentive Conjuring INVALID PRIEST ENCHANTMENT Costs (2) less.
Tribute from the Tides,INVALID,MINION,SHAMAN,Tribute from the Tides INVALID SHAMAN MINION ShrineYour Battlecries triggertwo additional times.
Tribute from the Tides,INVALID,MINION,SHAMAN,"Tribute from the Tides INVALID SHAMAN MINION "
Krag'wa's Grace,INVALID,MINION,SHAMAN,Krag'wa's Grace INVALID SHAMAN MINION ShrineYour spells cost (2) less.
Krag'wa's Grace,INVALID,MINION,SHAMAN,"Krag'wa's Grace INVALID SHAMAN MINION "
Deepsea Diver,MURLOC,MINION,SHAMAN,Deepsea Diver MURLOC SHAMAN MINION Start of Game: Draw this.Battlecry: Unlock your  Overloaded Mana Crystals.
Leap Frog,BEAST,MINION,SHAMAN,"Leap Frog BEAST SHAMAN MINION Battlecry: Deal 3 damageto a random enemy minion.If it dies, repeat this."
Overcharged Totem,TOTEM,MINION,SHAMAN,"Overcharged Totem TOTEM SHAMAN MINION After you Overload,deal 2 damage to all enemy minions."
Croak Jouster,INVALID,MINION,SHAMAN,"Croak Jouster INVALID SHAMAN MINION Battlecry: Discover a spell.If you're Overloaded,keepall3."
Naga Tonguelasher,INVALID,MINION,SHAMAN,Naga Tonguelasher INVALID SHAMAN MINION Battlecry: Overload 3 of your opponent's ManaCrystals.
War Heralder,INVALID,MINION,SHAMAN,War Heralder INVALID SHAMAN MINION RushOverkill: Add 3 random Shaman spells to your hand.
Halazzi's Hunt,INVALID,MINION,HUNTER,"Halazzi's Hunt INVALID HUNTER MINION ShrineYour minions have""Overkill: Cards in yourhand cost (1) less."""
Halazzi's Hunt,INVALID,ENCHANTMENT,HUNTER,Halazzi's Hunt INVALID HUNTER ENCHANTMENT Overkill: Reduce the cost of cards in your hand by (1).
Halazzi's Hunt Enchantment,INVALID,ENCHANTMENT,HUNTER,"Halazzi's Hunt Enchantment INVALID HUNTER ENCHANTMENT "
Halazzi's Hunt,INVALID,MINION,HUNTER,"Halazzi's Hunt INVALID HUNTER MINION "
Halazzi's Guise,INVALID,MINION,HUNTER,"Halazzi's Guise INVALID HUNTER MINION ShrineWhenever you summon aBeast, it gains Rush,Taunt, or Poisonous"
Halazzi's Haste,INVALID,ENCHANTMENT,HUNTER,Halazzi's Haste INVALID HUNTER ENCHANTMENT Rush.
Halazzi's Protector,INVALID,ENCHANTMENT,HUNTER,Halazzi's Protector INVALID HUNTER ENCHANTMENT Taunt.
Halazzi's Wrath,INVALID,ENCHANTMENT,HUNTER,Halazzi's Wrath INVALID HUNTER ENCHANTMENT Poisonous.
Halazzi's Guise,INVALID,MINION,HUNTER,"Halazzi's Guise INVALID HUNTER MINION "
Shadowmaw Panther,BEAST,MINION,HUNTER,Shadowmaw Panther BEAST HUNTER MINION Your Beasts have Rush.Start of Game: Draw this.
Panther's Lead,INVALID,ENCHANTMENT,NEUTRAL,Panther's Lead INVALID NEUTRAL ENCHANTMENT Has Rush.
Battlestarved Lynx,BEAST,MINION,HUNTER,Battlestarved Lynx BEAST HUNTER MINION Battlecry: Draw Beasts until your hand is full.
Troll Harbinger,INVALID,MINION,HUNTER,"Troll Harbinger INVALID HUNTER MINION TauntAfter a minion dies, add a random Hunter spell to your hand."
Rabid Saurolisk,BEAST,MINION,HUNTER,Rabid Saurolisk BEAST HUNTER MINION PoisonousDeathrattle: Deal 1 damage to all enemies.
Streetsmuggler,INVALID,MINION,HUNTER,"Streetsmuggler INVALID HUNTER MINION After a friendly Secret is revealed, put a random Hunter Secret into the battlefield."
Slamma Jamma,INVALID,MINION,HUNTER,Slamma Jamma INVALID HUNTER MINION Battlecry: Double the Attack of all your otherminions.
Slamm'd N Jamm'd,INVALID,ENCHANTMENT,HUNTER,Slamm'd N Jamm'd INVALID HUNTER ENCHANTMENT This minion's Attack has been doubled.
Akali's War Drum,INVALID,MINION,WARRIOR,"Akali's War Drum INVALID WARRIOR MINION ShrineAfter you summon a Dragon,reduce the Costs of Dragonsin your hand by (1)."
Akali's War Drum,INVALID,MINION,WARRIOR,"Akali's War Drum INVALID WARRIOR MINION "
Akali's Horn,INVALID,MINION,WARRIOR,"Akali's Horn INVALID WARRIOR MINION ShrineYour minions have""Overkill: This canattack again."""
Fury of the Rhino,INVALID,ENCHANTMENT,WARRIOR,Fury of the Rhino INVALID WARRIOR ENCHANTMENT Overkill: This minion can attack again.
Akali's Horn,INVALID,MINION,WARRIOR,"Akali's Horn INVALID WARRIOR MINION "
Rallying Quilboar,INVALID,MINION,WARRIOR,Rallying Quilboar INVALID WARRIOR MINION Adjacent minions have Taunt.Start of Game: Draw this.
Quilboar Rally,INVALID,ENCHANTMENT,WARRIOR,Quilboar Rally INVALID WARRIOR ENCHANTMENT Taunt.
Redcrest Rocker,INVALID,MINION,WARRIOR,"Redcrest Rocker INVALID WARRIOR MINION RushOverkill: Discover a Dragon.If you control a Dragon,keep all 3."
Ironhorn Drummer,INVALID,MINION,WARRIOR,Ironhorn Drummer INVALID WARRIOR MINION Your minions can't be reduced below 1 Health on your turn.
Rocking Out,INVALID,ENCHANTMENT,WARRIOR,Rocking Out INVALID WARRIOR ENCHANTMENT Can't be reduced below 1 Health.
Seasoned Pitbrawler,DRAGON,MINION,WARRIOR,"Seasoned Pitbrawler DRAGON WARRIOR MINION Whenever you gain Armor, gain twice as much."
Herald of Flame,DRAGON,MINION,WARRIOR,"Herald of Flame DRAGON WARRIOR MINION Whenever you play a Dragon, give it Rush and draw a Dragon."
Flamed,INVALID,ENCHANTMENT,WARRIOR,Flamed INVALID WARRIOR ENCHANTMENT Has Rush.
Unbound Punisher,INVALID,MINION,WARRIOR,Unbound Punisher INVALID WARRIOR MINION Battlecry: Destroy allenemy minions.Gain 2 Armor for each minion destroyed.
Dark Reliquary,INVALID,MINION,WARLOCK,"Dark Reliquary INVALID WARLOCK MINION ShrineWhenever you discard acard, summon arandom Demon."
Dark Reliquary,INVALID,MINION,WARLOCK,"Dark Reliquary INVALID WARLOCK MINION "
Hir'eek's Hunger,INVALID,MINION,WARLOCK,"Hir'eek's Hunger INVALID WARLOCK MINION ShrineWhenever your hero takesdamage on your turn, the enemyhero takes it instead."
Hir'eek's Hunger,INVALID,MINION,WARLOCK,"Hir'eek's Hunger INVALID WARLOCK MINION "
Leering Bat,BEAST,MINION,WARLOCK,Leering Bat BEAST WARLOCK MINION Your hero is Immuneon your turn.   Start of Game: Draw this.
Leering,INVALID,ENCHANTMENT,NEUTRAL,Leering INVALID NEUTRAL ENCHANTMENT Player Enchant
Ravenous Familiar,BEAST,MINION,WARLOCK,Ravenous Familiar BEAST WARLOCK MINION RushOverkill: Discard yourlowest Cost card anddraw a card.
Vile Necrodoctor,INVALID,MINION,WARLOCK,Vile Necrodoctor INVALID WARLOCK MINION LifestealBattlecry: Deal 3 damage to all enemy minions.
Warp Stalker,BEAST,MINION,WARLOCK,Warp Stalker BEAST WARLOCK MINION StealthYou can use your Hero Poweranynumberoftimes.
Dark Diviner,INVALID,MINION,WARLOCK,Dark Diviner INVALID WARLOCK MINION Battlecry: Fill your hand with random spells.
Blood Portal,INVALID,MINION,WARLOCK,"Blood Portal INVALID WARLOCK MINION Whenever your hero takes damage, add a random Warlock spell toyour hand."
Treasure from Below,INVALID,MINION,ROGUE,"Treasure from Below INVALID ROGUE MINION ShrineAt the start of your turn, steala card from your opponent'sdeck. It costs (2) less."
Treasure from Below,INVALID,MINION,ROGUE,"Treasure from Below INVALID ROGUE MINION "
Pirate's Mark,INVALID,MINION,ROGUE,"Pirate's Mark INVALID ROGUE MINION ShrineAfter you cast a spell,cast it again(on the same target)."
Pirate's Mark,INVALID,MINION,ROGUE,"Pirate's Mark INVALID ROGUE MINION "
Pesky Rascal,INVALID,MINION,ROGUE,Pesky Rascal INVALID ROGUE MINION ImmuneStart of Game: Draw this.
Parrot Mascot,BEAST,MINION,ROGUE,Parrot Mascot BEAST ROGUE MINION Combo: Add a copy ofeach card you've playedthis turn to your hand.
Salty Looter,PIRATE,MINION,ROGUE,Salty Looter PIRATE ROGUE MINION Battlecry and Deathrattle: Steal a card from your opponent's hand.
Sharktoothed Harpooner,PIRATE,MINION,ROGUE,"Sharktoothed Harpooner PIRATE ROGUE MINION Battlecry: If you're holding any cards that didn't start in your deck, reduce their Cost by (4)."
Lobstrok Tastetester,BEAST,MINION,ROGUE,"Lobstrok Tastetester BEAST ROGUE MINION After you cast a spell, drawa spell from your deck.It costs (2) less."
Raging Contender,PIRATE,MINION,ROGUE,Raging Contender PIRATE ROGUE MINION RushDeathrattle: Fill your board with random Pirates.
War Master Voone,INVALID,HERO,WARRIOR,War Master Voone INVALID WARRIOR HERO The Warmaster is a triple threat:Herocks. Herolls.Hetrolls!
Zentimo,INVALID,HERO,SHAMAN,Zentimo INVALID SHAMAN HERO This creepy swamp shaman is packing somebadvoodoo.
Captain Hooktusk,INVALID,HERO,ROGUE,Captain Hooktusk INVALID ROGUE HERO Those who say her cheating goes over[d]boardsoonfollowsuit.
High Priest Thekal,INVALID,HERO,PALADIN,High Priest Thekal INVALID PALADIN HERO Floats like a feather. Stings like a troll punchingyourface.
Zul'jin,INVALID,HERO,HUNTER,Zul'jin INVALID HUNTER HERO Zul'jin's not ready to bury the hatchet. Unless it's in your shrine.
Wardruid Loti,INVALID,HERO,DRUID,Wardruid Loti INVALID DRUID HERO She and her raptors aim to prove the wild side isthewinningside.
High Priestess Jeklik,INVALID,HERO,WARLOCK,"High Priestess Jeklik INVALID WARLOCK HERO Her blood magic brings on spells,demons, andhurtfeelings."
Hex Lord Malacrass,INVALID,HERO,MAGE,Hex Lord Malacrass INVALID MAGE HERO Malacrass is on fire this year! And sometimes frost.</I>
Princess Talanji,INVALID,HERO,PRIEST,Princess Talanji INVALID PRIEST HERO Her family bargained with the loa of death. That'sbad.Foryou.
Rikkar,INVALID,HERO,NEUTRAL,"Rikkar INVALID NEUTRAL HERO "
Rikkar,INVALID,HERO,DRUID,"Rikkar INVALID DRUID HERO "
Rikkar,INVALID,HERO,HUNTER,"Rikkar INVALID HUNTER HERO "
Rikkar,INVALID,HERO,MAGE,"Rikkar INVALID MAGE HERO "
Rikkar,INVALID,HERO,PALADIN,"Rikkar INVALID PALADIN HERO "
Rikkar,INVALID,HERO,PRIEST,"Rikkar INVALID PRIEST HERO "
Rikkar,INVALID,HERO,ROGUE,"Rikkar INVALID ROGUE HERO "
Rikkar,INVALID,HERO,SHAMAN,"Rikkar INVALID SHAMAN HERO "
Rikkar,INVALID,HERO,WARLOCK,"Rikkar INVALID WARLOCK HERO "
Rikkar,INVALID,HERO,WARRIOR,"Rikkar INVALID WARRIOR HERO "
Sacred Ritual,INVALID,SPELL,NEUTRAL,"Sacred Ritual INVALID NEUTRAL SPELL PassiveYour Shrines have ""Your spells cost (1) less."""
Sacred,INVALID,ENCHANTMENT,NEUTRAL,Sacred INVALID NEUTRAL ENCHANTMENT Your spells cost (1) less.
Sacred Ritual Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Sacred Ritual Player Enchant INVALID NEUTRAL ENCHANTMENT "
Favor of the Gods,INVALID,SPELL,NEUTRAL,Favor of the Gods INVALID NEUTRAL SPELL PassiveMinions adjacent to your Shrines have Taunt.
Favored,INVALID,ENCHANTMENT,NEUTRAL,Favored INVALID NEUTRAL ENCHANTMENT Adjacent minions gain Taunt.
Favor of the Gods Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Favor of the Gods Player Enchant INVALID NEUTRAL ENCHANTMENT "
Fortified Spirit,INVALID,SPELL,NEUTRAL,"Fortified Spirit INVALID NEUTRAL SPELL PassiveAt the start of each turn, restore your Shrines tofull Health."
Fortified,INVALID,ENCHANTMENT,NEUTRAL,Fortified INVALID NEUTRAL ENCHANTMENT Restores to full Health each turn.
Fortified Spirit Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Fortified Spirit Player Enchant INVALID NEUTRAL ENCHANTMENT "
Everlasting Devotion,INVALID,SPELL,NEUTRAL,Everlasting Devotion INVALID NEUTRAL SPELL PassiveStart the game with a copy of your Shrine.
Pact with the Loa,INVALID,SPELL,NEUTRAL,Pact with the Loa INVALID NEUTRAL SPELL PassiveYour Shrines revive in2 turns instead of 3.
Pact with the Loa Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Pact with the Loa Player Enchant INVALID NEUTRAL ENCHANTMENT "
Wrath of the Loas,INVALID,SPELL,NEUTRAL,"Wrath of the Loas INVALID NEUTRAL SPELL PassiveYour Shrines have ""Deathrattle: Destroyall enemy Shrines."""
Wrath of the Loa Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Wrath of the Loa Player Enchant INVALID NEUTRAL ENCHANTMENT "
Wrath of the Loas,INVALID,ENCHANTMENT,NEUTRAL,Wrath of the Loas INVALID NEUTRAL ENCHANTMENT Deathrattle: Destroy all enemy Shrines.
Boon Reaper,INVALID,SPELL,NEUTRAL,"Boon Reaper INVALID NEUTRAL SPELL PassiveYour Shrines have ""Deathrattle: Draw cards until your hand is full."""
Boon Reaper Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Boon Reaper Player Enchant INVALID NEUTRAL ENCHANTMENT "
Boon Reaper,INVALID,ENCHANTMENT,NEUTRAL,Boon Reaper INVALID NEUTRAL ENCHANTMENT Deathrattle: Draw cards until your hand is full.
Roaring Edifice,INVALID,SPELL,NEUTRAL,"Roaring Edifice INVALID NEUTRAL SPELL PassiveYour Shrines have""Deathrattle: Cards in yourhand cost (2) less."""
Roaring Edifice Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Roaring Edifice Player Enchant INVALID NEUTRAL ENCHANTMENT "
Roaring Edifice,INVALID,ENCHANTMENT,NEUTRAL,Roaring Edifice INVALID NEUTRAL ENCHANTMENT Deathrattle: Reduce the cost of cards in your hand by (2).
Windfall Blessing,INVALID,SPELL,NEUTRAL,"Windfall Blessing INVALID NEUTRAL SPELL PassiveYour Shrines have ""Deathrattle: Give minions in your deck +1/+1."""
Windfall Blessing Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Windfall Blessing Player Enchant INVALID NEUTRAL ENCHANTMENT "
Windfall Glyph,INVALID,ENCHANTMENT,NEUTRAL,"Windfall Glyph INVALID NEUTRAL ENCHANTMENT Deathrattle: Give all minions in your deck +1/+1."""
Windfall Blessing,INVALID,ENCHANTMENT,NEUTRAL,Windfall Blessing INVALID NEUTRAL ENCHANTMENT +1/+1.
Natural Defense,INVALID,SPELL,DRUID,"Natural Defense INVALID DRUID SPELL "
Feral,INVALID,SPELL,DRUID,"Feral INVALID DRUID SPELL "
Nature's Blessing,INVALID,SPELL,DRUID,"Nature's Blessing INVALID DRUID SPELL "
Saplings,INVALID,SPELL,DRUID,"Saplings INVALID DRUID SPELL "
Big Draws,INVALID,SPELL,DRUID,"Big Draws INVALID DRUID SPELL "
Wise Decisions,INVALID,SPELL,DRUID,"Wise Decisions INVALID DRUID SPELL "
Beasts,INVALID,SPELL,DRUID,"Beasts INVALID DRUID SPELL "
Nature's Wrath,INVALID,SPELL,DRUID,"Nature's Wrath INVALID DRUID SPELL "
Rumble Kings,INVALID,SPELL,DRUID,"Rumble Kings INVALID DRUID SPELL "
Going Wild,INVALID,SPELL,DRUID,"Going Wild INVALID DRUID SPELL "
Fresh Meat,INVALID,SPELL,HUNTER,"Fresh Meat INVALID HUNTER SPELL "
Big Beasts,INVALID,SPELL,HUNTER,"Big Beasts INVALID HUNTER SPELL "
Trick Shots,INVALID,SPELL,HUNTER,"Trick Shots INVALID HUNTER SPELL "
Beast Caller,INVALID,SPELL,HUNTER,"Beast Caller INVALID HUNTER SPELL "
Secrets,INVALID,SPELL,HUNTER,"Secrets INVALID HUNTER SPELL "
Beast Training,INVALID,SPELL,HUNTER,"Beast Training INVALID HUNTER SPELL "
Deathrattle,INVALID,SPELL,HUNTER,"Deathrattle INVALID HUNTER SPELL "
Legendary,INVALID,SPELL,HUNTER,"Legendary INVALID HUNTER SPELL "
Survival Tactics,INVALID,SPELL,HUNTER,"Survival Tactics INVALID HUNTER SPELL "
Scrapyard,INVALID,SPELL,HUNTER,"Scrapyard INVALID HUNTER SPELL "
Heroic Power,INVALID,SPELL,MAGE,"Heroic Power INVALID MAGE SPELL "
Elementals,INVALID,SPELL,MAGE,"Elementals INVALID MAGE SPELL "
Big Spells,INVALID,SPELL,MAGE,"Big Spells INVALID MAGE SPELL "
Fire,INVALID,SPELL,MAGE,"Fire INVALID MAGE SPELL "
Frost,INVALID,SPELL,MAGE,"Frost INVALID MAGE SPELL "
Magical Friends,INVALID,SPELL,MAGE,"Magical Friends INVALID MAGE SPELL "
Spell Power,INVALID,SPELL,MAGE,"Spell Power INVALID MAGE SPELL "
Hand Power,INVALID,SPELL,MAGE,"Hand Power INVALID MAGE SPELL "
Gurubashi Legends,INVALID,SPELL,MAGE,"Gurubashi Legends INVALID MAGE SPELL "
Chaos,INVALID,SPELL,MAGE,"Chaos INVALID MAGE SPELL "
Magnetic,INVALID,SPELL,PALADIN,"Magnetic INVALID PALADIN SPELL "
Healing,INVALID,SPELL,PALADIN,"Healing INVALID PALADIN SPELL "
Recruits,INVALID,SPELL,PALADIN,"Recruits INVALID PALADIN SPELL "
Self-Sacrifice,INVALID,SPELL,PALADIN,"Self-Sacrifice INVALID PALADIN SPELL "
Teambuilding,INVALID,SPELL,PALADIN,"Teambuilding INVALID PALADIN SPELL "
Reinforce,INVALID,SPELL,PALADIN,"Reinforce INVALID PALADIN SPELL "
Holy Arsenal,INVALID,SPELL,PALADIN,"Holy Arsenal INVALID PALADIN SPELL "
Secrets,INVALID,SPELL,PALADIN,"Secrets INVALID PALADIN SPELL "
Dragons,INVALID,SPELL,PALADIN,"Dragons INVALID PALADIN SPELL "
Divine Legends,INVALID,SPELL,PALADIN,"Divine Legends INVALID PALADIN SPELL "
Dying Words,INVALID,SPELL,PRIEST,"Dying Words INVALID PRIEST SPELL "
Healing,INVALID,SPELL,PRIEST,"Healing INVALID PRIEST SPELL "
Inspired by the Light,INVALID,SPELL,PRIEST,"Inspired by the Light INVALID PRIEST SPELL "
Double Down,INVALID,SPELL,PRIEST,"Double Down INVALID PRIEST SPELL "
Elementals,INVALID,SPELL,PRIEST,"Elementals INVALID PRIEST SPELL "
Inner Strength,INVALID,SPELL,PRIEST,"Inner Strength INVALID PRIEST SPELL "
Resilient,INVALID,SPELL,PRIEST,"Resilient INVALID PRIEST SPELL "
Army of the Dead,INVALID,SPELL,PRIEST,"Army of the Dead INVALID PRIEST SPELL "
Wrath,INVALID,SPELL,PRIEST,"Wrath INVALID PRIEST SPELL "
Legends of the Light,INVALID,SPELL,PRIEST,"Legends of the Light INVALID PRIEST SPELL "
Burgle,INVALID,SPELL,ROGUE,"Burgle INVALID ROGUE SPELL "
Pirates,INVALID,SPELL,ROGUE,"Pirates INVALID ROGUE SPELL "
Battlecry,INVALID,SPELL,ROGUE,"Battlecry INVALID ROGUE SPELL "
Aggressive Tactics,INVALID,SPELL,ROGUE,"Aggressive Tactics INVALID ROGUE SPELL "
Tricks of the Trade,INVALID,SPELL,ROGUE,"Tricks of the Trade INVALID ROGUE SPELL "
Weapons,INVALID,SPELL,ROGUE,"Weapons INVALID ROGUE SPELL "
Deathrattle,INVALID,SPELL,ROGUE,"Deathrattle INVALID ROGUE SPELL "
For the Money,INVALID,SPELL,ROGUE,"For the Money INVALID ROGUE SPELL "
Bounce,INVALID,SPELL,ROGUE,"Bounce INVALID ROGUE SPELL "
Misfits,INVALID,SPELL,ROGUE,"Misfits INVALID ROGUE SPELL "
Elemental Fury,INVALID,SPELL,SHAMAN,"Elemental Fury INVALID SHAMAN SPELL "
Spellchasers,INVALID,SPELL,SHAMAN,"Spellchasers INVALID SHAMAN SPELL "
Blessings,INVALID,SPELL,SHAMAN,"Blessings INVALID SHAMAN SPELL "
Mutations,INVALID,SPELL,SHAMAN,"Mutations INVALID SHAMAN SPELL "
Battlecrier,INVALID,SPELL,SHAMAN,"Battlecrier INVALID SHAMAN SPELL "
Elementals,INVALID,SPELL,SHAMAN,"Elementals INVALID SHAMAN SPELL "
Murlocs,INVALID,SPELL,SHAMAN,"Murlocs INVALID SHAMAN SPELL "
Overload,INVALID,SPELL,SHAMAN,"Overload INVALID SHAMAN SPELL "
Totems,INVALID,SPELL,SHAMAN,"Totems INVALID SHAMAN SPELL "
Jade Lotus,INVALID,SPELL,SHAMAN,"Jade Lotus INVALID SHAMAN SPELL "
Farseer,INVALID,SPELL,SHAMAN,"Farseer INVALID SHAMAN SPELL "
Mechanized,INVALID,SPELL,SHAMAN,"Mechanized INVALID SHAMAN SPELL "
Hir'eek's Legion,INVALID,SPELL,WARLOCK,"Hir'eek's Legion INVALID WARLOCK SPELL "
Discard,INVALID,SPELL,WARLOCK,"Discard INVALID WARLOCK SPELL "
Life Takers,INVALID,SPELL,WARLOCK,"Life Takers INVALID WARLOCK SPELL "
Taunt,INVALID,SPELL,WARLOCK,"Taunt INVALID WARLOCK SPELL "
Wrath,INVALID,SPELL,WARLOCK,"Wrath INVALID WARLOCK SPELL "
Sacrifice,INVALID,SPELL,WARLOCK,"Sacrifice INVALID WARLOCK SPELL "
Blood,INVALID,SPELL,WARLOCK,"Blood INVALID WARLOCK SPELL "
Dire Demons,INVALID,SPELL,WARLOCK,"Dire Demons INVALID WARLOCK SPELL "
A Dark Hand,INVALID,SPELL,WARLOCK,"A Dark Hand INVALID WARLOCK SPELL "
Jinx,INVALID,SPELL,WARLOCK,"Jinx INVALID WARLOCK SPELL "
Tank Up!,INVALID,SPELL,WARRIOR,"Tank Up! INVALID WARRIOR SPELL "
Berserker,INVALID,SPELL,WARRIOR,"Berserker INVALID WARRIOR SPELL "
Legendary,INVALID,SPELL,WARRIOR,"Legendary INVALID WARRIOR SPELL "
Smash,INVALID,SPELL,WARRIOR,"Smash INVALID WARRIOR SPELL "
Metalhead,INVALID,SPELL,WARRIOR,"Metalhead INVALID WARRIOR SPELL "
Rush,INVALID,SPELL,WARRIOR,"Rush INVALID WARRIOR SPELL "
Fervent Fans,INVALID,SPELL,WARRIOR,"Fervent Fans INVALID WARRIOR SPELL "
Protection,INVALID,SPELL,WARRIOR,"Protection INVALID WARRIOR SPELL "
Dragon Heart,INVALID,SPELL,WARRIOR,"Dragon Heart INVALID WARRIOR SPELL "
Overkill,INVALID,SPELL,WARRIOR,"Overkill INVALID WARRIOR SPELL "
Flesheating Ghoul,INVALID,MINION,NEUTRAL,"Flesheating Ghoul INVALID NEUTRAL MINION Whenever a minion dies, gain +1 Attack."
Cannibalize,INVALID,ENCHANTMENT,NEUTRAL,Cannibalize INVALID NEUTRAL ENCHANTMENT Increased Attack.
Spellbender,INVALID,SPELL,MAGE,"Spellbender INVALID MAGE SPELL Secret: When an enemy casts a spell on a minion, summon a 1/3 as the new target."
Spellbender,INVALID,MINION,MAGE,"Spellbender INVALID MAGE MINION "
Hogger,INVALID,HERO,NEUTRAL,"Hogger INVALID NEUTRAL HERO "
Riverpaw Gnoll,INVALID,MINION,NEUTRAL,"Riverpaw Gnoll INVALID NEUTRAL MINION "
